global_frame_index,row_index,column_index,frame_path,frame_path_os,source_layer_paths,image_size,visible_bbox,bbox_w,bbox_h,bbox_center,feet_base_y,alpha_coverage,blank,partial_or_cut_off,full_body_heuristic_score,anchor_point,notes
711,14,11,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c11.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c11.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[91, 91, 143, 153]",52,62,"[117.0, 122.0]",153.0,9.962875,False,True,0.1,"[117.0, 153.0]",
712,14,12,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c12.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c12.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[91, 91, 143, 153]",52,62,"[117.0, 122.0]",153.0,9.976375,False,True,0.1,"[117.0, 153.0]",
713,14,13,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c13.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c13.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[91, 91, 143, 153]",52,62,"[117.0, 122.0]",153.0,9.9915,False,True,0.1,"[117.0, 153.0]",
714,14,14,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c14.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c14.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[61, 86, 111, 142]",50,56,"[86.0, 114.0]",142.0,8.3022,False,True,0.1,"[86.0, 142.0]",
715,14,15,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c15.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c15.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[61, 86, 111, 142]",50,56,"[86.0, 114.0]",142.0,8.30755,False,True,0.1,"[86.0, 142.0]",
716,14,16,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c16.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c16.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[61, 86, 111, 142]",50,56,"[86.0, 114.0]",142.0,8.31305,False,True,0.1,"[86.0, 142.0]",
717,14,17,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c17.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c17.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[69, 97, 120, 163]",51,66,"[94.5, 130.0]",163.0,10.146625,False,True,0.1,"[94.5, 163.0]",
718,14,18,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c18.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c18.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[69, 97, 120, 163]",51,66,"[94.5, 130.0]",163.0,10.169825,False,True,0.1,"[94.5, 163.0]",
719,14,19,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c19.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c19.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[69, 97, 120, 163]",51,66,"[94.5, 130.0]",163.0,10.19,False,True,0.1,"[94.5, 163.0]",
720,14,20,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c20.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c20.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[77, 58, 117, 161]",40,103,"[97.0, 109.5]",161.0,11.751475,False,False,1.0,"[97.0, 161.0]",
721,14,21,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c21.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c21.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[82, 61, 120, 162]",38,101,"[101.0, 111.5]",162.0,11.392125,False,False,1.0,"[101.0, 162.0]",
722,14,22,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c22.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c22.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[85, 72, 116, 163]",31,91,"[100.5, 117.5]",163.0,9.454425,False,False,0.4,"[100.5, 163.0]",
723,14,23,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c23.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c23.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[68, 52, 117, 150]",49,98,"[92.5, 101.0]",150.0,12.25755,False,False,0.4,"[92.5, 150.0]",
724,14,24,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c24.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c24.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[62, 54, 116, 151]",54,97,"[89.0, 102.5]",151.0,12.153175,False,False,0.4,"[89.0, 151.0]",
725,14,25,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c25.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c25.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[36, 56, 116, 151]",80,95,"[76.0, 103.5]",151.0,12.705825,False,False,0.4,"[76.0, 151.0]",
726,14,26,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c26.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c26.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[85, 58, 137, 154]",52,96,"[111.0, 106.0]",154.0,12.313725,False,False,0.4,"[111.0, 154.0]",
727,14,27,res://assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c27.png,assets/characters/generated_player_visuals/c2b_context_classifier/frames/frame_r14_c27.png,"[""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Base/CyberCity_3/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Bottoms/CyberCity_13/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Tops/CyberCity_24/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_2/CyberCity Character Creator Kit/Female/Head/CyberCity_4/Spritesheet.png"", ""assets/characters/pvgames_cyber_city_character_creator_kit/CyberCity_CharacterCreatorKit_1/CyberCity Character Creator Kit/Female/Hair/CyberCity_7/Spritesheet.png""]","[200, 200]","[86, 56, 142, 153]",56,97,"[114.0, 104.5]",153.0,12.978125,False,False,0.4,"[114.0, 153.0]",
